,Food,Grams,Calories,Protein,Fat,Sat.Fat,Fiber,Carbs,Category,Calorie per gram,protein fat ratio
1082,"Pork chop, smoked or cured, cooked, NS as to fat eaten",100,273.87,20.43,21.35,7.67,0.0,0.0,Pork chop,2.7387,0.9569086651053863
1083,"Pork chop, smoked or cured, cooked, lean and fat eaten",100,273.87,20.43,21.35,7.67,0.0,0.0,Pork chop,2.7387,0.9569086651053863
1084,"Pork chop, smoked or cured, cooked, lean only eaten",100,163.12,24.94,7.04,2.36,0.0,0.0,Pork chop,1.6312,3.5426136363636367
1085,"Pork steak or cutlet, NS as to cooking method, NS as to fat eaten",100,234.82000000000002,22.96,15.86,5.581,0.0,0.06,Pork steak or cutlet,2.3482000000000003,1.4476670870113495
1086,"Pork steak or cutlet, NS as to cooking method, lean and fat eaten",100,234.82000000000002,22.96,15.86,5.581,0.0,0.06,Pork steak or cutlet,2.3482000000000003,1.4476670870113495
1087,"Pork steak or cutlet, NS as to cooking method, lean only eaten",100,165.5,24.61,7.42,2.595,0.0,0.07,Pork steak or cutlet,1.655,3.316711590296496
1088,"Pork steak or cutlet, battered, fried, NS as to fat eaten",100,267.78,19.87,17.54,5.694,0.2,7.61,Pork steak or cutlet,2.6777999999999995,1.1328392246294186
1089,"Pork steak or cutlet, battered, fried, lean and fat eaten",100,267.78,19.87,17.54,5.694,0.2,7.61,Pork steak or cutlet,2.6777999999999995,1.1328392246294186
1090,"Pork steak or cutlet, battered, fried, lean only eaten",100,212.26,21.19,10.78,3.303,0.2,7.62,Pork steak or cutlet,2.1226,1.9656771799628945
1091,"Pork steak or cutlet, broiled or baked, NS as to fat eaten",100,234.82000000000002,22.96,15.86,5.581,0.0,0.06,Pork steak or cutlet,2.3482000000000003,1.4476670870113495
1092,"Pork steak or cutlet, broiled or baked, lean and fat eaten",100,234.82000000000002,22.96,15.86,5.581,0.0,0.06,Pork steak or cutlet,2.3482000000000003,1.4476670870113495
1093,"Pork steak or cutlet, broiled or baked, lean only eaten",100,165.5,24.61,7.42,2.595,0.0,0.07,Pork steak or cutlet,1.655,3.316711590296496
1094,"Pork steak or cutlet, fried, NS as to fat eaten",100,234.82000000000002,22.96,15.86,5.581,0.0,0.06,Pork steak or cutlet,2.3482000000000003,1.4476670870113495
1095,"Pork steak or cutlet, fried, lean and fat eaten",100,234.82000000000002,22.96,15.86,5.581,0.0,0.06,Pork steak or cutlet,2.3482000000000003,1.4476670870113495
1096,"Pork steak or cutlet, fried, lean only eaten",100,165.5,24.61,7.42,2.595,0.0,0.07,Pork steak or cutlet,1.655,3.316711590296496
1097,"Pork steak or cutlet, breaded or floured, broiled or baked, NS as to fat eaten",100,258.91,22.3,14.79,5.151,0.4,9.15,Pork steak or cutlet,2.5891,1.5077755240027046
1098,"Pork steak or cutlet, breaded or floured, broiled or baked, lean and fat eaten",100,258.91,22.3,14.79,5.151,0.4,9.15,Pork steak or cutlet,2.5891,1.5077755240027046
1099,"Pork steak or cutlet, breaded or floured, broiled or baked, lean only eaten",100,195.88,23.8,7.12,2.439,0.4,9.15,Pork steak or cutlet,1.9587999999999999,3.342696629213483
1100,"Pork steak or cutlet, breaded or floured, fried, NS as to fat eaten",100,301.15999999999997,21.07,16.72,5.068,1.0,16.6,Pork steak or cutlet,3.0115999999999996,1.2601674641148326
1101,"Pork steak or cutlet, breaded or floured, fried, lean and fat eaten",100,320.74,20.61,19.26,5.354,1.0,16.24,Pork steak or cutlet,3.2074000000000003,1.0700934579439252
1102,"Pork steak or cutlet, breaded or floured, fried, lean only eaten",100,271.33,21.78,13.25,3.232,1.0,16.24,Pork steak or cutlet,2.7133,1.6437735849056605
1103,"Pork, tenderloin, cooked, NS as to cooking method",100,146.57,26.9,4.33,1.444,0.0,0.0,Pork,1.4657,6.212471131639722
1104,"Pork, tenderloin, breaded, fried",100,290.80999999999995,21.95,15.81,3.008,0.9,15.18,Pork,2.9080999999999992,1.3883617963314356
1105,"Pork, tenderloin, braised",100,134.16,27.24,2.8,0.9,0.0,0.0,Pork,1.3416,9.728571428571428
1106,"Pork, tenderloin, baked",100,146.57,26.9,4.33,1.444,0.0,0.0,Pork,1.4657,6.212471131639722
1107,"Pork, tenderloin, battered, fried",100,187.12,23.29,7.08,1.946,0.2,7.56,Pork,1.8712,3.28954802259887
1108,"Ham, fried, NS as to fat eaten",100,185.37,19.13,11.53,2.825,0.0,1.27,Ham,1.8537000000000001,1.6591500433651345
1109,"Ham, fried, lean and fat eaten",100,185.37,19.13,11.53,2.825,0.0,1.27,Ham,1.8537000000000001,1.6591500433651345
1110,"Ham, fried, lean only eaten",100,175.18,20.52,9.9,2.283,0.0,1.0,Ham,1.7518,2.0727272727272728
1111,"Ham, breaded or floured, fried, NS as to fat eaten",100,197.49,18.34,10.53,2.642,0.3,7.34,Ham,1.9749,1.7416904083570752
1112,"Ham, breaded or floured, fried, lean and fat eaten",100,197.49,18.34,10.53,2.642,0.3,7.34,Ham,1.9749,1.7416904083570752
1113,"Ham, breaded or floured, fried, lean only eaten",100,188.62,19.63,9.22,2.197,0.4,6.78,Ham,1.8862,2.129067245119306
1114,"Ham, fresh, cooked, NS as to fat eaten",100,263.58000000000004,26.61,17.46,6.416,0.0,0.0,Ham,2.6358000000000006,1.5240549828178693
1115,"Ham, fresh, cooked, lean and fat eaten",100,263.58000000000004,26.61,17.46,6.416,0.0,0.0,Ham,2.6358000000000006,1.5240549828178693
1116,"Ham, fresh, cooked, lean only eaten",100,200.88,29.16,9.36,3.273,0.0,0.0,Ham,2.0088,3.1153846153846154
1117,"Ham, smoked or cured, cooked, NS as to fat eaten",100,145.42,20.09,6.7,2.283,0.0,1.19,Ham,1.4542,2.998507462686567
1118,"Ham, smoked or cured, cooked, lean and fat eaten",100,145.42,20.09,6.7,2.283,0.0,1.19,Ham,1.4542,2.998507462686567
1119,"Ham, smoked or cured, cooked, lean only eaten",100,135.31,21.64,4.95,1.658,0.0,1.05,Ham,1.3531,4.3717171717171714
1120,"Ham, prosciutto",100,187.27999999999997,27.8,8.32,2.78,0.0,0.3,Ham,1.8727999999999998,3.3413461538461537
1121,"Ham, smoked or cured, canned, NS as to fat eaten",100,129.37,17.46,6.17,2.005,0.0,1.0,Ham,1.2937,2.8298217179902756
1122,"Ham, smoked or cured, canned, lean and fat eaten",100,129.37,17.46,6.17,2.005,0.0,1.0,Ham,1.2937,2.8298217179902756
1123,"Ham, smoked or cured, canned, lean only eaten",100,113.99000000000001,17.8,4.31,1.402,0.0,1.0,Ham,1.1399000000000001,4.129930394431555
1124,"Ham, smoked or cured, ground patty",100,325.05,18.53,27.25,8.826,0.0,1.42,Ham,3.2505,0.68
1125,"Pork roast, NS as to cut, cooked, NS as to fat eaten",100,238.20999999999998,26.86,14.53,5.325,0.0,0.0,Pork roast,2.3821,1.848589125946318
1126,"Pork roast, NS as to cut, cooked, lean and fat eaten",100,238.20999999999998,26.86,14.53,5.325,0.0,0.0,Pork roast,2.3821,1.848589125946318
1127,"Pork roast, NS as to cut, cooked, lean only eaten",100,199.47,28.38,9.55,3.481,0.0,0.0,Pork roast,1.9947,2.9717277486910993
1128,"Pork roast, loin, cooked, NS as to fat eaten",100,238.20999999999998,26.86,14.53,5.325,0.0,0.0,Pork roast,2.3821,1.848589125946318
1129,"Pork roast, loin, cooked, lean and fat eaten",100,238.20999999999998,26.86,14.53,5.325,0.0,0.0,Pork roast,2.3821,1.848589125946318
1130,"Pork roast, loin, cooked, lean only eaten",100,199.47,28.38,9.55,3.481,0.0,0.0,Pork roast,1.9947,2.9717277486910993
1131,"Fried pork chunks, Puerto Rican style",100,246.90999999999997,35.33,11.35,4.004,0.1,0.86,Fried pork chunks,2.4690999999999996,3.1127753303964756
1132,"Pork roast, shoulder, cooked, NS as to fat eaten",100,283.25,23.09,21.21,7.795,0.0,0.0,Pork roast,2.8325,1.0886374351720887
1133,"Pork roast, shoulder, cooked, lean and fat eaten",100,283.25,23.09,21.21,7.795,0.0,0.0,Pork roast,2.8325,1.0886374351720887
1134,"Pork roast, shoulder, cooked, lean only eaten",100,221.35000000000002,25.12,13.43,4.75,0.0,0.0,Pork roast,2.2135000000000002,1.870439314966493
1135,"Pork roast, smoked or cured, cooked, NS as to fat eaten",100,158.82,21.97,7.66,2.61,0.0,0.5,Pork roast,1.5881999999999998,2.8681462140992164
1136,"Pork roast, smoked or cured, cooked, lean and fat eaten",100,158.82,21.97,7.66,2.61,0.0,0.5,Pork roast,1.5881999999999998,2.8681462140992164
1137,"Pork roast, smoked or cured, cooked, lean only eaten",100,149.7,25.05,5.5,1.84,0.0,0.0,Pork roast,1.4969999999999999,4.554545454545455
1138,"Pork roll, cured, fried",100,325.74999999999994,13.07,28.39,10.353,0.0,4.49,Pork roll,3.2574999999999994,0.4603733709052483
1139,"Canadian bacon, cooked",100,145.45999999999998,28.31,2.78,1.039,0.0,1.8,Canadian bacon,1.4546,10.183453237410072
1140,"Bacon, NS as to type of meat, cooked",100,458.2900000000001,33.92,35.09,11.964,0.0,1.7,Bacon,4.5829,0.9666571672841265
1141,"Bacon, NS as to type of meat, reduced sodium, cooked",100,252.51999999999998,13.33,20.0,6.667,0.0,4.8,Bacon,2.5252,0.6665
1142,"Pork bacon, NS as to fresh, smoked or cured, cooked",100,458.2900000000001,33.92,35.09,11.964,0.0,1.7,Pork bacon,4.5829,0.9666571672841265
1143,"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked",100,529.9,37.04,41.78,13.739,0.0,1.43,Pork bacon,5.2989999999999995,0.8865485878410723
1144,"Pork bacon, smoked or cured, cooked",100,458.2900000000001,33.92,35.09,11.964,0.0,1.7,Pork bacon,4.5829,0.9666571672841265
1145,"Bacon or side pork, fresh, cooked",100,458.2900000000001,33.92,35.09,11.964,0.0,1.7,Bacon or side pork,4.5829,0.9666571672841265
1146,"Pork bacon, smoked or cured, reduced sodium, cooked",100,529.9,37.04,41.78,13.739,0.0,1.43,Pork bacon,5.2989999999999995,0.8865485878410723
1147,"Salt pork, cooked",100,748.0900000000001,2.68,81.93,31.339,0.0,0.0,Salt pork,7.480900000000002,0.03271085072622971
1148,"Fat back, cooked",100,748.0900000000001,2.68,81.93,31.339,0.0,0.0,Fat back,7.480900000000002,0.03271085072622971
1149,"Pork, spareribs, cooked, NS as to fat eaten",100,385.73,28.82,30.05,11.027,0.0,0.0,Pork,3.8573000000000004,0.9590682196339434
1150,"Pork, spareribs, cooked, lean and fat eaten",100,385.73,28.82,30.05,11.027,0.0,0.0,Pork,3.8573000000000004,0.9590682196339434
1151,"Pork, spareribs, cooked, lean only eaten",100,198.32,28.79,9.24,2.369,0.0,0.0,Pork,1.9831999999999999,3.115800865800866
1152,"Pork, spareribs, barbecued, with sauce, NS as to fat eaten",100,337.36999999999995,21.45,22.29,8.122,0.3,12.74,Pork,3.3736999999999995,0.9623149394347241
1153,"Pork, spareribs, barbecued, with sauce, lean and fat eaten",100,337.36999999999995,21.45,22.29,8.122,0.3,12.74,Pork,3.3736999999999995,0.9623149394347241
1154,"Pork, spareribs, barbecued, with sauce, lean only eaten",100,217.85999999999999,19.63,9.82,3.677,0.3,12.74,Pork,2.1786,1.9989816700610996
1155,"Pork, cracklings, cooked",100,458.2900000000001,33.92,35.09,11.964,0.0,1.7,Pork,4.5829,0.9666571672841265
1156,"Pork ears, tail, head, snout, miscellaneous parts, cooked",100,228.49,26.14,13.77,4.852,0.0,0.0,Pork ears,2.2849,1.898329702251271
1157,"Pork, neck bones, cooked",100,175.04000000000002,25.85,7.96,2.605,0.0,0.0,Pork,1.7504000000000002,3.2474874371859297
1158,"Pork, pig's feet, cooked",100,230.32,21.76,15.92,4.307,0.0,0.0,Pork,2.3032,1.3668341708542715
1159,"Pork, pig's feet, pickled",100,136.73999999999998,11.63,10.02,2.945,0.0,0.01,Pork,1.3673999999999997,1.160678642714571
1160,"Pork, pig's hocks, cooked",100,226.57000000000002,24.67,14.21,4.814,0.0,0.0,Pork,2.2657000000000003,1.7361013370865588
1161,Pork skin rinds,100,526.9,61.3,31.3,11.37,0.0,0.0,Pork skin rinds,5.269,1.9584664536741212
1162,"Pork skin, boiled",100,617.9499999999999,7.0,65.55,23.657,0.0,0.0,Pork skin,6.179499999999999,0.10678871090770405
1163,"Ham, baby food, strained",100,94.2,11.3,3.8,1.267,0.0,3.7,Ham,0.9420000000000001,2.973684210526316
1164,"Meat stick, baby food",100,189.4,13.4,14.6,5.82,0.2,1.1,Meat stick,1.8940000000000001,0.9178082191780822
1165,"Lamb, NS as to cut, cooked",100,284.21000000000004,24.32,20.77,8.756,0.0,0.0,Lamb,2.8421000000000003,1.1709195955705345
1166,"Lamb chop, NS as to cut, cooked, NS as to fat eaten",100,305.85,24.96,22.89,9.748,0.0,0.0,Lamb chop,3.0585000000000004,1.09043250327654
1167,"Lamb chop, NS as to cut, cooked, lean and fat eaten",100,305.85,24.96,22.89,9.748,0.0,0.0,Lamb chop,3.0585000000000004,1.09043250327654
1168,"Lamb chop, NS as to cut, cooked, lean only eaten",100,205.81,29.74,9.65,3.451,0.0,0.0,Lamb chop,2.0581,3.081865284974093
1169,"Lamb, loin chop, cooked, NS as to fat eaten",100,305.85,24.96,22.89,9.748,0.0,0.0,Lamb,3.0585000000000004,1.09043250327654
1170,"Lamb, loin chop, cooked, lean and fat eaten",100,305.85,24.96,22.89,9.748,0.0,0.0,Lamb,3.0585000000000004,1.09043250327654
1171,"Lamb, loin chop, cooked, lean only eaten",100,205.81,29.74,9.65,3.451,0.0,0.0,Lamb,2.0581,3.081865284974093
1172,"Lamb, shoulder chop, cooked, NS as to fat eaten",100,267.48,22.32,19.8,8.37,0.0,0.0,Lamb,2.6748000000000003,1.1272727272727272
1173,"Lamb, shoulder chop, cooked, lean and fat eaten",100,267.48,22.32,19.8,8.37,0.0,0.0,Lamb,2.6748000000000003,1.1272727272727272
1174,"Lamb, shoulder chop, cooked, lean only eaten",100,195.04000000000002,24.73,10.68,4.046,0.0,0.0,Lamb,1.9504000000000001,2.315543071161049
1175,"Lamb, ribs, cooked, lean only eaten",100,225.60000000000002,27.51,12.84,4.611,0.0,0.0,Lamb,2.2560000000000002,2.1425233644859816
1176,"Lamb, ribs, cooked, NS as to fat eaten",100,351.86,21.95,29.34,12.594,0.0,0.0,Lamb,3.5186,0.7481254260395365
1177,"Lamb, ribs, cooked, lean and fat eaten",100,351.86,21.95,29.34,12.594,0.0,0.0,Lamb,3.5186,0.7481254260395365
1178,"Lamb hocks, cooked",100,232.67,28.13,13.35,5.583,0.0,0.0,Lamb hocks,2.3266999999999998,2.107116104868914
1179,"Lamb, roast, cooked, NS as to fat eaten",100,257.95,23.83,18.07,7.601,0.0,0.0,Lamb,2.5795,1.318760376314333
1180,"Lamb, roast, cooked, lean and fat eaten",100,257.95,23.83,18.07,7.601,0.0,0.0,Lamb,2.5795,1.318760376314333
1181,"Lamb, roast, cooked, lean only eaten",100,188.22,26.4,9.18,3.392,0.0,0.0,Lamb,1.8822,2.8758169934640523
1182,"Lamb, ground or patty, cooked",100,273.57,24.54,19.49,8.052,0.0,0.0,Lamb,2.7357,1.2591072344792202
1183,"Goat, boiled",100,134.48000000000002,26.87,3.0,0.922,0.0,0.0,Goat,1.3448000000000002,8.956666666666667
1184,"Goat, fried",100,146.51999999999998,26.46,4.52,1.152,0.0,0.0,Goat,1.4651999999999998,5.853982300884956
1185,"Goat, baked",100,134.48000000000002,26.87,3.0,0.922,0.0,0.0,Goat,1.3448000000000002,8.956666666666667
1186,"Goat head, cooked",100,138.34,21.82,5.46,1.401,0.0,0.48,Goat head,1.3834,3.9963369963369964
1187,"Goat ribs, cooked",100,134.48000000000002,26.87,3.0,0.922,0.0,0.0,Goat ribs,1.3448000000000002,8.956666666666667
1188,"Veal, NS as to cut, cooked, NS as to fat eaten",100,221.10000000000002,29.85,11.3,4.244,0.0,0.0,Veal,2.2110000000000003,2.641592920353982
1189,"Veal, NS as to cut, cooked, lean and fat eaten",100,221.10000000000002,29.85,11.3,4.244,0.0,0.0,Veal,2.2110000000000003,2.641592920353982
1190,"Veal, NS as to cut, cooked, lean only eaten",100,185.2,31.63,6.52,1.825,0.0,0.0,Veal,1.8519999999999999,4.851226993865031
1191,"Veal chop, NS as to cooking method, NS as to fat eaten",100,208.34,24.59,12.22,5.216,0.0,0.0,Veal chop,2.0834,2.0122749590834696
1192,"Veal chop, NS as to cooking method, lean and fat eaten",100,208.34,24.59,12.22,5.216,0.0,0.0,Veal chop,2.0834,2.0122749590834696
1193,"Veal chop, NS as to cooking method, lean only eaten",100,166.32,26.1,6.88,2.559,0.0,0.0,Veal chop,1.6632,3.793604651162791
1194,"Veal chop, fried, NS as to fat eaten",100,231.42000000000002,27.29,9.18,3.06,0.3,9.91,Veal chop,2.3142,2.97276688453159
1195,"Veal chop, fried, lean and fat eaten",100,231.42000000000002,27.29,9.18,3.06,0.3,9.91,Veal chop,2.3142,2.97276688453159
1196,"Veal chop, fried, lean only eaten",100,209.43,28.41,6.27,1.6,0.2,9.84,Veal chop,2.0943,4.5311004784688995
1197,"Veal chop, broiled, NS as to fat eaten",100,208.34,24.59,12.22,5.216,0.0,0.0,Veal chop,2.0834,2.0122749590834696
1198,"Veal chop, broiled, lean and fat eaten",100,208.34,24.59,12.22,5.216,0.0,0.0,Veal chop,2.0834,2.0122749590834696
1199,"Veal chop, broiled, lean only eaten",100,166.32,26.1,6.88,2.559,0.0,0.0,Veal chop,1.6632,3.793604651162791
1200,"Veal cutlet or steak, NS as to cooking method, NS as to fat eaten",100,200.2,33.67,7.28,2.821,0.0,0.0,Veal cutlet or steak,2.002,4.625
1201,"Veal cutlet or steak, NS as to cooking method, lean and fat eaten",100,199.96,35.86,6.28,2.509,0.0,0.0,Veal cutlet or steak,1.9996,5.710191082802547
1202,"Veal cutlet or steak, NS as to cooking method, lean only eaten",100,172.78,32.89,4.58,1.279,0.0,0.0,Veal cutlet or steak,1.7278,7.181222707423581
1203,"Veal cutlet or steak, broiled, NS as to fat eaten",100,151.37,27.47,4.61,1.825,0.0,0.0,Veal cutlet or steak,1.5137,5.9587852494577
1204,"Veal cutlet or steak, broiled, lean and fat eaten",100,151.37,27.47,4.61,1.825,0.0,0.0,Veal cutlet or steak,1.5137,5.9587852494577
1205,"Veal cutlet or steak, broiled, lean only eaten",100,172.78,32.89,4.58,1.279,0.0,0.0,Veal cutlet or steak,1.7278,7.181222707423581
1206,"Veal cutlet or steak, fried, NS as to fat eaten",100,231.42000000000002,27.29,9.18,3.06,0.3,9.91,Veal cutlet or steak,2.3142,2.97276688453159
1207,"Veal cutlet or steak, fried, lean and fat eaten",100,231.42000000000002,27.29,9.18,3.06,0.3,9.91,Veal cutlet or steak,2.3142,2.97276688453159
1208,"Veal cutlet or steak, fried, lean only eaten",100,172.78,32.89,4.58,1.279,0.0,0.0,Veal cutlet or steak,1.7278,7.181222707423581
1209,"Veal, roasted, NS as to fat eaten",100,221.10000000000002,29.85,11.3,4.244,0.0,0.0,Veal,2.2110000000000003,2.641592920353982
1210,"Veal, roasted, lean and fat eaten",100,221.10000000000002,29.85,11.3,4.244,0.0,0.0,Veal,2.2110000000000003,2.641592920353982
1211,"Veal, roasted, lean only eaten",100,166.32,26.1,6.88,2.559,0.0,0.0,Veal,1.6632,3.793604651162791
1212,"Veal, ground or patty, cooked",100,164.22,24.18,7.5,3.015,0.0,0.0,Veal,1.6421999999999999,3.2239999999999998
1213,"Mock chicken legs, cooked",100,228.19,20.75,13.79,4.346,0.2,5.27,Mock chicken legs,2.2819,1.5047135605511242
1214,"Veal patty, breaded, cooked",100,277.43,22.23,17.11,5.388,0.5,8.63,Veal patty,2.7743,1.299240210403273
1215,"Rabbit, NS as to domestic or wild, cooked",100,196.42000000000002,30.25,8.38,2.5,0.0,0.0,Rabbit,1.9642000000000002,3.6097852028639617
1216,"Rabbit, domestic, NS as to cooking method",100,196.42000000000002,30.25,8.38,2.5,0.0,0.0,Rabbit,1.9642000000000002,3.6097852028639617
1217,"Rabbit, NS as to domestic or wild, breaded, fried",100,240.28,27.65,12.16,3.39,0.3,5.06,Rabbit,2.4028,2.273848684210526
1218,"Rabbit, wild, cooked",100,163.02,32.88,3.5,1.046,0.0,0.0,Rabbit,1.6302,9.394285714285715
1219,"Venison/deer, NFS",100,179.69,36.08,3.93,2.227,0.0,0.0,Venison/deer,1.7969,9.180661577608141
1220,"Venison/deer, cured",100,177.16,35.11,4.08,2.268,0.0,0.0,Venison/deer,1.7716,8.605392156862745
1221,"Venison/deer, roasted",100,179.69,36.08,3.93,2.227,0.0,0.0,Venison/deer,1.7969,9.180661577608141
1222,"Venison/deer steak, cooked, NS as to cooking method",100,142.69,29.8,2.61,1.434,0.0,0.0,Venison/deer steak,1.4269,11.417624521072797
1223,"Venison/deer steak, breaded or floured, cooked, NS as to cooking method",100,218.95,24.85,7.79,2.025,0.8,12.36,Venison/deer steak,2.1895,3.1899871630295253
1224,Venison/deer jerky,100,389.37,32.2,22.41,9.604,0.0,14.72,Venison/deer jerky,3.8937,1.4368585452922804
1225,Deer sausage,100,295.97,10.91,26.13,10.487,0.0,4.29,Deer sausage,2.9597,0.41752774588595487
1226,"Deer chop, cooked",100,186.76,28.06,8.28,2.772,0.0,0.0,Deer chop,1.8676,3.388888888888889
1227,"Venison/deer ribs, cooked",100,179.69,36.08,3.93,2.227,0.0,0.0,Venison/deer ribs,1.7969,9.180661577608141
1228,"Venison/deer, stewed",100,179.69,36.08,3.93,2.227,0.0,0.0,Venison/deer,1.7969,9.180661577608141
