,Food,Grams,Calories,Protein,Fat,Sat.Fat,Fiber,Carbs,Category,Calorie per gram,protein fat ratio
2729,"Fish sandwich, fried, on white bun, with cheese",100,251.24,15.32,11.0,4.383,0.8,22.74,Fish sandwich,2.5124,1.3927272727272728
2730,"Fish sandwich, fried, on wheat bun",100,230.89,15.26,8.17,2.437,2.2,24.08,Fish sandwich,2.3089,1.8678090575275397
2731,"Fish sandwich, fried, on wheat bun, with cheese",100,248.88,16.02,11.04,4.39,1.9,21.36,Fish sandwich,2.4888,1.4510869565217392
2732,"Fish sandwich, grilled",100,166.78000000000003,15.98,1.98,0.424,0.8,21.26,Fish sandwich,1.6678000000000004,8.070707070707071
2733,Fish wrap sandwich,100,261.2,14.75,12.48,5.136,1.4,22.47,Fish wrap sandwich,2.612,1.1818910256410255
2734,Sardine sandwich,100,230.60000000000002,17.87,7.96,1.214,1.0,21.87,Sardine sandwich,2.306,2.2449748743718594
2735,"Tuna salad sandwich, on bread",100,218.52,9.89,11.76,1.954,1.0,18.28,Tuna salad sandwich,2.1852,0.8409863945578232
2736,"Tuna salad sandwich, on bread, with cheese",100,241.21999999999997,11.3,13.66,3.507,1.0,18.27,Tuna salad sandwich,2.4122,0.8272327964860908
2737,"Tuna salad sandwich, on bun",100,218.52,9.89,11.76,1.954,1.0,18.28,Tuna salad sandwich,2.1852,0.8409863945578232
2738,"Tuna salad sandwich, on bun, with cheese",100,233.4,11.02,13.56,3.483,0.9,16.82,Tuna salad sandwich,2.334,0.8126843657817109
2739,Tuna salad wrap sandwich,100,243.95,10.66,14.87,4.11,1.3,16.87,Tuna salad wrap sandwich,2.4395,0.7168796234028245
2740,Seafood salad sandwich,100,214.67000000000002,9.86,11.83,1.955,1.0,17.19,Seafood salad sandwich,2.1467,0.8334742180896026
2741,"Luncheon meat sandwich, NFS, with spread",100,150.89,9.12,2.53,0.626,1.3,22.91,Luncheon meat sandwich,1.5089,3.6047430830039526
2742,"Bologna sandwich, with spread",100,292.5,9.28,13.7,3.476,1.4,33.02,Bologna sandwich,2.925,0.6773722627737226
2743,"Bologna and cheese sandwich, with spread",100,296.08000000000004,10.93,15.96,5.761,1.1,27.18,Bologna and cheese sandwich,2.9608000000000003,0.6848370927318295
2744,"Corn dog, frankfurter or hot dog with cornbread coating",100,250.29999999999998,8.57,12.02,3.466,1.0,26.96,Corn dog,2.5029999999999997,0.7129783693843594
2745,"Pig in a blanket, frankfurter or hot dog wrapped in dough",100,321.06999999999994,11.83,21.83,8.471,0.7,19.32,Pig in a blanket,3.210699999999999,0.5419147961520844
2746,Puerto Rican sandwich,100,332.06,10.7,17.98,5.641,1.1,31.86,Puerto Rican sandwich,3.3206,0.5951056729699665
2747,"Pepperoni and salami submarine sandwich, with lettuce, tomato and spread",100,226.98000000000002,7.39,13.34,3.674,1.1,19.34,Pepperoni and salami submarine sandwich,2.2698,0.5539730134932533
2748,"Salami sandwich, with spread",100,321.47,12.67,16.15,4.734,1.5,31.36,Salami sandwich,3.2147,0.7845201238390094
2749,Sausage on biscuit,100,378.42,9.67,24.42,7.427,0.4,29.99,Sausage on biscuit,3.7842000000000002,0.39598689598689596
2750,Sausage griddle cake sandwich,100,318.48,8.41,17.76,5.363,1.0,31.25,Sausage griddle cake sandwich,3.1848,0.473536036036036
2751,Sausage and cheese on English muffin,100,340.27000000000004,13.28,20.67,8.152,0.5,25.28,Sausage and cheese on English muffin,3.4027000000000003,0.6424770198355103
2752,"Sausage balls, made with biscuit mix and cheese",100,394.79,17.38,25.99,11.551,0.7,22.84,Sausage balls,3.9479,0.6687187379761447
2753,Sausage sandwich,100,296.09,14.01,15.49,4.848,1.1,25.16,Sausage sandwich,2.9608999999999996,0.9044544867656552
2754,Sausage and spaghetti sauce sandwich,100,240.57999999999998,11.52,13.22,4.366,1.0,18.88,Sausage and spaghetti sauce sandwich,2.4057999999999997,0.8714069591527988
2755,"Cold cut sumarine sandwich, with cheese, lettuce, tomato and spread",100,214.16,10.52,10.04,3.554,1.2,20.43,Cold cut sumarine sandwich,2.1416,1.047808764940239
2756,Meat spread or potted meat sandwich,100,250.55,8.54,10.51,3.415,1.2,30.45,Meat spread or potted meat sandwich,2.5055,0.8125594671741199
2757,"Frankfurter or hot dog sandwich, NFS, plain, on white bun",100,303.79999999999995,11.19,18.2,7.077,0.8,23.81,Frankfurter or hot dog sandwich,3.0379999999999994,0.6148351648351649
2758,"Frankfurter or hot dog sandwich, NFS, plain, on wheat bun",100,300.98,12.04,18.06,7.035,1.9,22.57,Frankfurter or hot dog sandwich,3.0098000000000003,0.6666666666666666
2759,"Frankfurter or hot dog sandwich, NFS, plain, on whole wheat bun",100,301.03999999999996,12.34,18.4,7.112,2.7,21.52,Frankfurter or hot dog sandwich,3.0103999999999997,0.6706521739130435
2760,"Frankfurter or hot dog sandwich, NFS, plain, on whole grain white bun",100,294.89,10.98,18.01,7.219,1.0,22.22,Frankfurter or hot dog sandwich,2.9489,0.6096612992781788
2761,"Frankfurter or hot dog sandwich, NFS, plain, on multigrain bun",100,302.08,11.12,19.12,7.319,1.7,21.38,Frankfurter or hot dog sandwich,3.0208,0.5815899581589957
2762,"Frankfurter or hot dog sandwich, NFS, plain, on white bread",100,306.99,11.36,20.95,8.318,0.8,18.25,Frankfurter or hot dog sandwich,3.0699,0.5422434367541766
2763,"Frankfurter or hot dog sandwich, NFS, plain, on wheat bread",100,309.22,11.77,21.26,8.277,1.3,17.7,Frankfurter or hot dog sandwich,3.0922,0.5536218250235183
2764,"Frankfurter or hot dog sandwich, NFS, plain, on whole wheat bread",100,298.40000000000003,12.31,19.44,7.638,2.3,18.55,Frankfurter or hot dog sandwich,2.9840000000000004,0.6332304526748971
2765,"Frankfurter or hot dog sandwich, NFS, plain, on whole grain white bread",100,292.26,11.68,18.9,7.599,3.6,18.86,Frankfurter or hot dog sandwich,2.9226,0.617989417989418
2766,"Frankfurter or hot dog sandwich, NFS, plain, on multigrain bread",100,302.74,12.72,19.7,7.692,2.9,18.64,Frankfurter or hot dog sandwich,3.0274,0.6456852791878173
2767,"Frankfurter or hot dog sandwich, beef, plain, on white bun",100,303.79999999999995,11.19,18.2,7.077,0.8,23.81,Frankfurter or hot dog sandwich,3.0379999999999994,0.6148351648351649
2768,"Frankfurter or hot dog sandwich, beef, plain, on wheat bun",100,300.98,12.04,18.06,7.035,1.9,22.57,Frankfurter or hot dog sandwich,3.0098000000000003,0.6666666666666666
2769,"Frankfurter or hot dog sandwich, beef, plain, on whole wheat bun",100,301.03999999999996,12.34,18.4,7.112,2.7,21.52,Frankfurter or hot dog sandwich,3.0103999999999997,0.6706521739130435
2770,"Frankfurter or hot dog sandwich, beef, plain, on whole grain white bun",100,294.89,10.98,18.01,7.219,1.0,22.22,Frankfurter or hot dog sandwich,2.9489,0.6096612992781788
2771,"Frankfurter or hot dog sandwich, beef, plain, on multigrain bun",100,302.08,11.12,19.12,7.319,1.7,21.38,Frankfurter or hot dog sandwich,3.0208,0.5815899581589957
2772,"Frankfurter or hot dog sandwich, beef, plain, on white bread",100,306.99,11.36,20.95,8.318,0.8,18.25,Frankfurter or hot dog sandwich,3.0699,0.5422434367541766
2773,"Frankfurter or hot dog sandwich, beef, plain, on wheat bread",100,309.22,11.77,21.26,8.277,1.3,17.7,Frankfurter or hot dog sandwich,3.0922,0.5536218250235183
2774,"Frankfurter or hot dog sandwich, beef, plain, on whole wheat bread",100,298.40000000000003,12.31,19.44,7.638,2.3,18.55,Frankfurter or hot dog sandwich,2.9840000000000004,0.6332304526748971
2775,"Frankfurter or hot dog sandwich, beef, plain, on whole grain white bread",100,292.26,11.68,18.9,7.599,3.6,18.86,Frankfurter or hot dog sandwich,2.9226,0.617989417989418
2776,"Frankfurter or hot dog sandwich, beef, plain, on multigrain bread",100,302.74,12.72,19.7,7.692,2.9,18.64,Frankfurter or hot dog sandwich,3.0274,0.6456852791878173
2777,"Frankfurter or hot dog sandwich, beef and pork, plain, on white bun",100,290.32,10.26,16.04,4.852,0.8,26.23,Frankfurter or hot dog sandwich,2.9032,0.6396508728179552
2778,"Frankfurter or hot dog sandwich, beef and pork, plain, on wheat bun",100,287.38,11.15,15.9,4.807,2.0,24.92,Frankfurter or hot dog sandwich,2.8738,0.7012578616352201
2779,"Frankfurter or hot dog sandwich, beef and pork, plain, on whole wheat bun",100,287.5,11.47,16.26,4.888,2.8,23.82,Frankfurter or hot dog sandwich,2.875,0.7054120541205412
2780,"Frankfurter or hot dog sandwich, beef and pork, plain, on whole grain white bun",100,280.92,10.04,15.84,5.001,1.1,24.55,Frankfurter or hot dog sandwich,2.8092,0.6338383838383838
2781,"Frankfurter or hot dog sandwich, beef and pork, plain, on multigrain bun",100,288.45,10.18,17.01,5.106,1.8,23.66,Frankfurter or hot dog sandwich,2.8845,0.5984714873603761
2782,"Frankfurter or hot dog sandwich, beef and pork, plain, on white bread",100,287.71000000000004,10.13,18.31,5.637,0.8,20.6,Frankfurter or hot dog sandwich,2.8771000000000004,0.5532495903877663
2783,"Frankfurter or hot dog sandwich, beef and pork, plain, on wheat bread",100,290.12,10.56,18.64,5.594,1.4,20.03,Frankfurter or hot dog sandwich,2.9012000000000002,0.5665236051502146
2784,"Frankfurter or hot dog sandwich, beef and pork, plain, on whole wheat bread",100,281.77000000000004,11.28,17.05,5.191,2.4,20.8,Frankfurter or hot dog sandwich,2.8177000000000003,0.6615835777126099
2785,"Frankfurter or hot dog sandwich, beef and pork, plain, on whole grain white bread",100,275.32,10.62,16.48,5.149,3.7,21.13,Frankfurter or hot dog sandwich,2.7532,0.6444174757281553
2786,"Frankfurter or hot dog sandwich, beef and pork, plain, on multigrain bread",100,286.36,11.72,17.32,5.248,3.0,20.9,Frankfurter or hot dog sandwich,2.8636,0.6766743648960739
2787,"Frankfurter or hot dog sandwich, meat and poultry, plain, on white bun",100,283.90999999999997,10.03,15.95,4.832,0.8,25.06,Frankfurter or hot dog sandwich,2.8390999999999997,0.6288401253918495
2788,"Frankfurter or hot dog sandwich, meat and poultry, plain, on wheat bun",100,281.18,10.88,15.82,4.79,1.9,23.82,Frankfurter or hot dog sandwich,2.8118,0.6877370417193427
2789,"Frankfurter or hot dog sandwich, meat and poultry, plain, on whole wheat bun",100,281.28,11.18,16.16,4.867,2.7,22.78,Frankfurter or hot dog sandwich,2.8127999999999997,0.6918316831683168
2790,"Frankfurter or hot dog sandwich, meat and poultry, plain, on whole grain white bun",100,275.0,9.82,15.76,4.974,1.0,23.47,Frankfurter or hot dog sandwich,2.75,0.6230964467005077
2791,"Frankfurter or hot dog sandwich, meat and poultry, plain, on multigrain bun",100,282.15,9.95,16.87,5.074,1.7,22.63,Frankfurter or hot dog sandwich,2.8215,0.5898043864848843
2792,"Frankfurter or hot dog sandwich, meat and poultry, plain, on white bread",100,283.13,9.97,18.25,5.623,0.8,19.75,Frankfurter or hot dog sandwich,2.8313,0.5463013698630137
2793,"Frankfurter or hot dog sandwich, meat and poultry, plain, on wheat bread",100,285.36,10.38,18.56,5.582,1.3,19.2,Frankfurter or hot dog sandwich,2.8536,0.5592672413793104
2794,"Frankfurter or hot dog sandwich, meat and poultry, plain, on whole wheat bread",100,276.53,11.03,16.97,5.176,2.3,19.92,Frankfurter or hot dog sandwich,2.7653,0.6499705362404243
2795,"Frankfurter or hot dog sandwich, meat and poultry, plain, on whole grain white bread",100,270.43,10.4,16.43,5.136,3.6,20.24,Frankfurter or hot dog sandwich,2.7043,0.6329884357881924
2796,"Frankfurter or hot dog sandwich, meat and poultry, plain, on multigrain bread",100,281.0,11.44,17.24,5.23,2.9,20.02,Frankfurter or hot dog sandwich,2.81,0.6635730858468678
2797,"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on white bun",100,250.50000000000003,11.5,11.9,2.741,0.8,24.35,Frankfurter or hot dog sandwich,2.5050000000000003,0.9663865546218487
2798,"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on wheat bun",100,247.68,12.35,11.76,2.699,1.9,23.11,Frankfurter or hot dog sandwich,2.4768,1.0501700680272108
2799,"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on whole wheat bun",100,247.77999999999997,12.66,12.1,2.776,2.7,22.06,Frankfurter or hot dog sandwich,2.4778,1.0462809917355371
2800,"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on whole grain white bun",100,241.63000000000005,11.3,11.71,2.882,1.0,22.76,Frankfurter or hot dog sandwich,2.4163000000000006,0.9649871904355252
2801,"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on multigrain bun",100,248.78,11.43,12.82,2.983,1.7,21.92,Frankfurter or hot dog sandwich,2.4878,0.891575663026521
2802,"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on white bread",100,243.07,11.74,13.39,3.114,0.8,18.9,Frankfurter or hot dog sandwich,2.4307,0.876773711725168
2803,"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on wheat bread",100,245.3,12.15,13.7,3.073,1.3,18.35,Frankfurter or hot dog sandwich,2.4530000000000003,0.8868613138686132
2804,"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on whole wheat bread",100,239.93,12.65,12.53,2.882,2.3,19.14,Frankfurter or hot dog sandwich,2.3993,1.0095770151636074
2805,"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on whole grain white bread",100,233.83,12.02,11.99,2.843,3.6,19.46,Frankfurter or hot dog sandwich,2.3383000000000003,1.0025020850708923
2806,"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on multigrain bread",100,244.31,13.06,12.79,2.936,2.9,19.24,Frankfurter or hot dog sandwich,2.4431,1.021110242376857
2807,"Frankfurter or hot dog sandwich, reduced fat or light, plain, on white bun",100,192.25,13.43,3.37,0.942,0.9,27.05,Frankfurter or hot dog sandwich,1.9225,3.9851632047477743
2808,"Frankfurter or hot dog sandwich, reduced fat or light, plain, on wheat bun",100,189.51999999999998,14.28,3.24,0.9,1.9,25.81,Frankfurter or hot dog sandwich,1.8951999999999998,4.4074074074074066
2809,"Frankfurter or hot dog sandwich, reduced fat or light, plain, on whole wheat bun",100,189.57999999999998,14.58,3.58,0.977,2.8,24.76,Frankfurter or hot dog sandwich,1.8958,4.072625698324022
2810,"Frankfurter or hot dog sandwich, reduced fat or light, plain, on whole grain white bun",100,183.43,13.22,3.19,1.084,1.1,25.46,Frankfurter or hot dog sandwich,1.8343,4.144200626959248
2811,"Frankfurter or hot dog sandwich, reduced fat or light, plain, on multigrain bun",100,190.49,13.35,4.29,1.184,1.7,24.62,Frankfurter or hot dog sandwich,1.9049,3.1118881118881117
2812,"Frankfurter or hot dog sandwich, reduced fat or light, plain, on white bread",100,173.2,14.05,3.16,0.955,0.8,22.14,Frankfurter or hot dog sandwich,1.732,4.44620253164557
2813,"Frankfurter or hot dog sandwich, reduced fat or light, plain, on wheat bread",100,175.43,14.46,3.47,0.914,1.4,21.59,Frankfurter or hot dog sandwich,1.7543,4.1671469740634
2814,"Frankfurter or hot dog sandwich, reduced fat or light, plain, on whole wheat bread",100,176.06,14.76,3.18,0.909,2.4,22.1,Frankfurter or hot dog sandwich,1.7606,4.641509433962264
2815,"Frankfurter or hot dog sandwich, reduced fat or light, plain, on whole grain white bread",100,169.96,14.13,2.64,0.87,3.6,22.42,Frankfurter or hot dog sandwich,1.6996,5.3522727272727275
2816,"Frankfurter or hot dog sandwich, reduced fat or light, plain, on multigrain bread",100,180.44,15.17,3.44,0.963,2.9,22.2,Frankfurter or hot dog sandwich,1.8044,4.409883720930233
2817,"Frankfurter or hot dog sandwich, fat free, plain, on white bun",100,185.42000000000002,11.66,2.66,0.665,0.8,28.71,Frankfurter or hot dog sandwich,1.8542,4.383458646616541
2818,"Frankfurter or hot dog sandwich, fat free, plain, on wheat bun",100,182.69,12.51,2.53,0.623,1.9,27.47,Frankfurter or hot dog sandwich,1.8269,4.944664031620554
2819,"Frankfurter or hot dog sandwich, fat free, plain, on whole wheat bun",100,182.79000000000002,12.82,2.87,0.7,2.7,26.42,Frankfurter or hot dog sandwich,1.8279000000000003,4.466898954703833
2820,"Frankfurter or hot dog sandwich, fat free, plain, on whole grain white bun",100,176.6,11.46,2.48,0.807,1.0,27.11,Frankfurter or hot dog sandwich,1.766,4.620967741935484
2821,"Frankfurter or hot dog sandwich, fat free, plain, on multigrain bun",100,183.66,11.59,3.58,0.907,1.7,26.27,Frankfurter or hot dog sandwich,1.8366,3.2374301675977653
2822,"Frankfurter or hot dog sandwich, fat free, plain, on white bread",100,164.99,11.93,2.31,0.623,0.8,24.12,Frankfurter or hot dog sandwich,1.6499000000000001,5.1645021645021645
2823,"Frankfurter or hot dog sandwich, fat free, plain, on wheat bread",100,167.22,12.34,2.62,0.582,1.3,23.57,Frankfurter or hot dog sandwich,1.6722,4.709923664122138
2824,"Frankfurter or hot dog sandwich, fat free, plain, on whole wheat bread",100,168.60000000000002,12.83,2.4,0.606,2.3,23.92,Frankfurter or hot dog sandwich,1.6860000000000002,5.345833333333333
2825,"Frankfurter or hot dog sandwich, fat free, plain, on whole grain white bread",100,162.42000000000002,12.19,1.86,0.566,3.6,24.23,Frankfurter or hot dog sandwich,1.6242,6.553763440860214
2826,"Frankfurter or hot dog sandwich, fat free, plain, on multigrain bread",100,172.94,13.24,2.66,0.66,2.9,24.01,Frankfurter or hot dog sandwich,1.7294,4.977443609022556
2827,"Frankfurter or hot dog sandwich, reduced sodium",100,295.5,11.02,17.66,7.099,0.8,23.12,Frankfurter or hot dog sandwich,2.955,0.62400906002265
2828,"Frankfurter or hot dog sandwich, meatless, plain, on bun",100,249.25,15.76,9.89,1.336,3.1,24.3,Frankfurter or hot dog sandwich,2.4925,1.5935288169868553
2829,"Frankfurter or hot dog sandwich, meatless, plain, on bread",100,242.51,16.7,10.83,1.415,3.4,19.56,Frankfurter or hot dog sandwich,2.4251,1.5420129270544782
2830,"Frankfurter or hot dog sandwich, with chili, on white bun",100,227.84,9.11,12.52,4.832,1.8,19.68,Frankfurter or hot dog sandwich,2.2784,0.7276357827476038
2831,"Frankfurter or hot dog sandwich, with chili, on wheat bun",100,226.16,9.63,12.44,4.806,2.4,18.92,Frankfurter or hot dog sandwich,2.2616,0.7741157556270097
2832,"Frankfurter or hot dog sandwich, with chili, on whole wheat bun",100,226.16,9.63,12.44,4.806,2.4,18.92,Frankfurter or hot dog sandwich,2.2616,0.7741157556270097
2833,"Frankfurter or hot dog sandwich, with chili, on whole grain white bun",100,222.36,8.99,12.4,4.919,1.9,18.7,Frankfurter or hot dog sandwich,2.2236000000000002,0.725
2834,"Frankfurter or hot dog sandwich, with chili, on multigrain bun",100,226.76,9.07,13.08,4.98,2.3,18.19,Frankfurter or hot dog sandwich,2.2676,0.6934250764525994
2835,"Frankfurter or hot dog sandwich, with chili, on white bread",100,221.04,8.98,13.44,5.283,1.8,16.04,Frankfurter or hot dog sandwich,2.2104,0.668154761904762
2836,"Frankfurter or hot dog sandwich, with chili, on wheat bread",100,222.3,9.21,13.62,5.26,2.2,15.72,Frankfurter or hot dog sandwich,2.2230000000000003,0.6762114537444935
2837,"Frankfurter or hot dog sandwich, with chili, on whole wheat bread",100,220.32999999999998,9.66,12.93,5.035,2.7,16.33,Frankfurter or hot dog sandwich,2.2033,0.7470997679814385
2838,"Frankfurter or hot dog sandwich, with chili, on whole grain white bread",100,216.64999999999998,9.28,12.61,5.012,3.5,16.51,Frankfurter or hot dog sandwich,2.1664999999999996,0.7359238699444884
2839,"Frankfurter or hot dog sandwich, with chili, on multigrain bread",100,222.83999999999997,9.9,13.08,5.067,3.0,16.38,Frankfurter or hot dog sandwich,2.2283999999999997,0.7568807339449541
2840,"Frankfurter or hot dog sandwich, with meatless chili, on white bun",100,229.58999999999997,9.24,12.63,4.786,1.8,19.74,Frankfurter or hot dog sandwich,2.2958999999999996,0.7315914489311164
2841,"Frankfurter or hot dog sandwich, with meatless chili, on wheat bun",100,227.87,9.76,12.55,4.76,2.4,18.97,Frankfurter or hot dog sandwich,2.2787,0.7776892430278883
2842,"Frankfurter or hot dog sandwich, with meatless chili, on whole wheat bun",100,227.92,9.94,12.76,4.807,2.9,18.33,Frankfurter or hot dog sandwich,2.2792,0.7789968652037618
2843,"Frankfurter or hot dog sandwich, with meatless chili, on whole grain white bun",100,224.16000000000003,9.11,12.52,4.873,1.9,18.76,Frankfurter or hot dog sandwich,2.2416,0.7276357827476038
2844,"Frankfurter or hot dog sandwich, with meatless chili, on multigrain bun",100,228.51999999999998,9.19,13.2,4.934,2.3,18.24,Frankfurter or hot dog sandwich,2.2851999999999997,0.6962121212121212
2845,"Frankfurter or hot dog sandwich, with meatless chili, on white bread",100,222.88000000000002,9.11,13.56,5.232,1.8,16.1,Frankfurter or hot dog sandwich,2.2288,0.6718289085545722
2846,"Frankfurter or hot dog sandwich, with meatless chili, on wheat bread",100,224.18,9.35,13.74,5.208,2.2,15.78,Frankfurter or hot dog sandwich,2.2418,0.6804949053857351
2847,"Frankfurter or hot dog sandwich, with meatless chili, on whole wheat bread",100,220.32999999999998,9.66,12.93,5.035,2.7,16.33,Frankfurter or hot dog sandwich,2.2033,0.7470997679814385
2848,"Frankfurter or hot dog sandwich, with meatless chili, on whole grain white bread",100,218.49,9.41,12.73,4.963,3.5,16.57,Frankfurter or hot dog sandwich,2.1849000000000003,0.7391987431264729
2849,"Frankfurter or hot dog sandwich, with meatless chili, on multigrain bread",100,224.68,10.03,13.2,5.018,3.0,16.44,Frankfurter or hot dog sandwich,2.2468,0.7598484848484849
2850,"Frankfurter or hot dog sandwich, meatless, on bun, with meatless chili",100,199.89999999999998,12.31,7.7,1.263,3.2,20.34,Frankfurter or hot dog sandwich,1.9989999999999997,1.5987012987012987
2851,"Frankfurter or hot dog sandwich, meatless, on bread, with meatless chili",100,190.67999999999998,12.52,8.04,1.304,3.4,17.06,Frankfurter or hot dog sandwich,1.9067999999999998,1.5572139303482588
2852,"Hors d'oeuvres, with spread",100,205.95,11.57,4.99,1.07,1.3,28.69,Hors d'oeuvres,2.0595,2.318637274549098
2853,"Beef stew, baby food, toddler",100,53.199999999999996,5.1,1.2,0.58,1.1,5.5,Beef stew,0.5319999999999999,4.25
2854,"Beef and egg noodles, baby food, NS as to strained or junior",100,59.56,2.47,2.08,0.852,1.2,7.74,Beef and egg noodles,0.5956,1.1875
2855,"Beef and egg noodles, baby food, strained",100,62.81999999999999,2.44,2.26,0.937,1.3,8.18,Beef and egg noodles,0.6282,1.0796460176991152
2856,"Beef and egg noodles, baby food, junior",100,56.3,2.5,1.9,0.766,1.1,7.3,Beef and egg noodles,0.563,1.3157894736842106
2857,"Beef with vegetables, baby food, strained",100,95.92999999999999,2.03,6.93,2.84,1.8,6.36,Beef with vegetables,0.9592999999999999,0.29292929292929293
2858,"Beef with vegetables, baby food, toddler",100,67.78,3.5,2.1,0.847,1.8,8.72,Beef with vegetables,0.6778,1.6666666666666665
2859,"Chicken and rice dinner, baby food, strained",100,51.3,1.6,0.9,0.211,1.1,9.2,Chicken and rice dinner,0.513,1.777777777777778
2860,"Chicken noodle dinner, baby food, NS as to strained or junior",100,74.3,3.53,3.22,0.341,1.7,7.8,Chicken noodle dinner,0.743,1.0962732919254656
2861,"Chicken noodle dinner, baby food, strained",100,74.34,3.53,3.22,0.341,1.7,7.81,Chicken noodle dinner,0.7434000000000001,1.0962732919254656
2862,"Chicken noodle dinner, baby food, junior",100,74.39,3.53,3.23,0.341,1.7,7.8,Chicken noodle dinner,0.7439,1.0928792569659442
2863,"Chicken, noodles, and vegetables, baby food, toddler",100,66.06,3.8,1.7,0.461,0.6,8.89,Chicken,0.6606000000000001,2.235294117647059
2864,"Chicken stew, baby food, toddler",100,79.70000000000002,5.2,3.7,1.1,0.6,6.4,Chicken stew,0.7970000000000002,1.4054054054054055
2865,"Turkey, rice and vegetables, baby food, NS as to strained or junior",100,54.04,2.32,1.08,0.288,1.0,8.76,Turkey,0.5404,2.148148148148148
2866,"Turkey, rice and vegetables, baby food, strained",100,52.0,2.27,1.24,0.338,0.9,7.94,Turkey,0.52,1.8306451612903225
2867,"Turkey, rice and vegetables, baby food, junior",100,56.040000000000006,2.37,0.92,0.239,1.0,9.57,Turkey,0.5604,2.5760869565217392
2868,"Turkey, rice, and vegetables, baby food, toddler",100,59.6,3.8,1.6,0.5,0.8,7.5,Turkey,0.596,2.3749999999999996
2869,"Chicken soup, baby food",100,50.5,1.6,1.7,0.278,1.1,7.2,Chicken soup,0.505,0.9411764705882354
2870,"Frozen dinner, NFS",100,146.1,6.82,8.34,4.169,1.2,10.94,Frozen dinner,1.4609999999999999,0.8177458033573142
2871,"Beef dinner, NFS, frozen meal",100,146.1,6.82,8.34,4.169,1.2,10.94,Beef dinner,1.4609999999999999,0.8177458033573142
2872,"Beef with vegetable, diet frozen meal",100,123.83000000000001,10.64,6.95,2.63,0.8,4.68,Beef with vegetable,1.2383000000000002,1.5309352517985613
2873,"Sirloin, chopped, with gravy, mashed potatoes, vegetable, frozen meal",100,152.97,7.78,7.89,3.771,1.5,12.71,Sirloin,1.5297,0.9860583016476553
2874,"Sirloin tips, with gravy, potatoes, vegetable, frozen meal",100,114.67999999999999,8.36,5.72,2.24,1.2,7.44,Sirloin tips,1.1467999999999998,1.4615384615384615
2875,"Sirloin beef, with gravy, potatoes, vegetable, frozen meal",100,87.28,8.58,2.84,1.296,1.2,6.85,Sirloin beef,0.8728,3.0211267605633805
2876,"Salisbury steak dinner, NFS, frozen meal",100,146.1,6.82,8.34,4.169,1.2,10.94,Salisbury steak dinner,1.4609999999999999,0.8177458033573142
2877,"Salisbury steak with gravy, potatoes, vegetable, frozen meal",100,146.1,6.82,8.34,4.169,1.2,10.94,Salisbury steak with gravy,1.4609999999999999,0.8177458033573142
2878,"Salisbury steak with gravy, whipped potatoes, vegetable, dessert, frozen meal",100,140.64,7.61,6.64,2.468,1.0,12.61,Salisbury steak with gravy,1.4063999999999999,1.1460843373493976
2879,"Salisbury steak with gravy, potatoes, vegetable, dessert, frozen meal",100,171.11,11.26,7.71,2.669,1.5,14.17,Salisbury steak with gravy,1.7111,1.4604409857328144
2880,"Salisbury steak with gravy, macaroni and cheese, vegetable, frozen meal",100,147.57,6.72,8.49,3.596,1.4,11.07,Salisbury steak with gravy,1.4757,0.7915194346289752
2881,"Salisbury steak with gravy, macaroni and cheese, frozen meal",100,199.67000000000002,10.41,8.51,3.213,1.3,20.36,Salisbury steak with gravy,1.9967000000000001,1.2232667450058754
2882,"Salisbury steak, potatoes, vegetable, dessert, diet frozen meal",100,104.14,4.74,3.22,1.296,1.4,14.05,Salisbury steak,1.0414,1.4720496894409938
2883,"Beef, sliced, with gravy, potatoes, vegetable, frozen meal",100,124.36,8.12,7.28,2.013,0.7,6.59,Beef,1.2436,1.1153846153846152
2884,"Beef short ribs, boneless, with barbecue sauce, potatoes, vegetable, frozen meal",100,150.04,9.13,5.68,2.517,1.4,15.6,Beef short ribs,1.5004,1.6073943661971832
2885,"Meatballs, Swedish, in gravy, with noodles, diet frozen meal",100,110.16,9.67,3.36,1.174,0.8,10.31,Meatballs,1.1016,2.8779761904761907
2886,"Salisbury steak, baked, with tomato sauce, vegetable, diet frozen meal",100,107.65,9.06,5.69,2.221,0.9,5.05,Salisbury steak,1.0765,1.5922671353251319
2887,"Beef with spaetzle or rice, vegetable, frozen meal",100,115.92999999999999,6.92,4.37,1.238,0.6,12.23,Beef with spaetzle or rice,1.1593,1.5835240274599542
2888,"Chicken dinner, NFS, frozen meal",100,126.52000000000001,8.75,4.28,1.602,1.0,13.25,Chicken dinner,1.2652,2.0443925233644857
2889,"Chicken and noodles with vegetable, dessert, frozen meal",100,133.61,5.62,4.49,1.096,1.3,17.68,Chicken and noodles with vegetable,1.3361,1.2516703786191536
